Server1: CPU=32.90, Memory=67.06, Latency=79.48
Server3: CPU=83.65, Memory=97.98, Latency=5.68
Server4: CPU=12.52, Memory=95.66, Latency=75.60
Server5: CPU=79.51, Memory=58.98, Latency=91.31
Server1: CPU=82.01, Memory=11.98, Latency=34.84
Server2: CPU=3.35, Memory=72.19, Latency=18.78
Server3: CPU=20.03, Memory=94.73, Latency=33.56
Server4: CPU=93.16, Memory=16.41, Latency=84.52
Server5: CPU=50.72, Memory=10.28, Latency=9.65
Server1: CPU=8.53, Memory=0.81, Latency=4.59
Server2: CPU=62.40, Memory=78.60, Latency=54.05
Server3: CPU=6.57, Memory=22.38, Latency=0.81
Server4: CPU=3.88, Memory=36.02, Latency=55.38
Server5: CPU=61.95, Memory=79.59, Latency=62.06
Server1: CPU=68.18, Memory=96.24, Latency=0.48
Server2: CPU=56.67, Memory=69.23, Latency=99.80
Server3: CPU=15.06, Memory=88.26, Latency=25.87
Server4: CPU=68.98, Memory=31.68, Latency=24.42
Server5: CPU=16.24, Memory=0.65, Latency=87.21
Server1: CPU=38.96, Memory=41.03, Latency=7.22
Server2: CPU=19.82, Memory=47.21, Latency=55.98
Server3: CPU=67.55, Memory=8.31, Latency=25.97
Server4: CPU=9.18, Memory=55.83, Latency=16.02
Server5: CPU=9.37, Memory=19.32, Latency=65.07
Server1: CPU=30.21, Memory=90.59, Latency=10.34
Server2: CPU=68.90, Memory=19.43, Latency=0.84
Server3: CPU=26.32, Memory=46.50, Latency=40.62
Server4: CPU=81.32, Memory=86.05, Latency=28.66
Server5: CPU=15.53, Memory=12.23, Latency=1.30
Server1: CPU=10.02, Memory=61.49, Latency=13.14
Server2: CPU=74.69, Memory=12.57, Latency=5.76
Server3: CPU=83.47, Memory=13.76, Latency=78.27
Server4: CPU=34.21, Memory=8.83, Latency=46.29
Server5: CPU=15.14, Memory=25.73, Latency=19.07
Server1: CPU=98.54, Memory=20.34, Latency=1.40
Server2: CPU=47.61, Memory=2.79, Latency=56.11
Server3: CPU=74.29, Memory=7.78, Latency=33.86
Server4: CPU=60.31, Memory=20.01, Latency=71.62
Server5: CPU=34.67, Memory=31.63, Latency=0.64
Server1: CPU=9.66, Memory=80.69, Latency=41.56
Server2: CPU=65.62, Memory=25.46, Latency=50.11
Server3: CPU=90.20, Memory=21.90, Latency=98.33
Server4: CPU=11.89, Memory=40.87, Latency=12.55
Server5: CPU=29.37, Memory=17.66, Latency=39.82
Server1: CPU=68.32, Memory=71.35, Latency=84.83
Server2: CPU=51.59, Memory=99.66, Latency=11.34
Server3: CPU=88.30, Memory=18.10, Latency=78.30
Server4: CPU=66.59, Memory=35.79, Latency=79.91
Server5: CPU=16.56, Memory=48.49, Latency=88.13
Server1: CPU=82.04, Memory=90.73, Latency=47.58
Server2: CPU=99.83, Memory=23.42, Latency=69.99
Server3: CPU=93.24, Memory=97.55, Latency=98.90
Server4: CPU=6.65, Memory=45.58, Latency=84.57
Server5: CPU=26.08, Memory=15.17, Latency=84.59
Server1: CPU=57.92, Memory=45.06, Latency=17.67
Server2: CPU=71.33, Memory=51.29, Latency=28.81
Server3: CPU=61.83, Memory=69.83, Latency=71.88
Server4: CPU=44.29, Memory=23.35, Latency=34.43
Server5: CPU=82.13, Memory=59.68, Latency=89.76
Server1: CPU=87.27, Memory=88.22, Latency=2.28
Server2: CPU=84.82, Memory=33.15, Latency=36.66
Server3: CPU=33.05, Memory=33.57, Latency=85.09
Server4: CPU=87.27, Memory=18.86, Latency=86.89
Server5: CPU=2.59, Memory=26.42, Latency=51.63
Server1: CPU=21.46, Memory=77.07, Latency=8.00
Server2: CPU=84.66, Memory=5.96, Latency=34.09
Server3: CPU=60.98, Memory=30.69, Latency=77.82
Server4: CPU=60.18, Memory=82.66, Latency=93.92
Server5: CPU=5.91, Memory=3.83, Latency=44.01
Server1: CPU=88.52, Memory=24.27, Latency=44.78
Server2: CPU=70.15, Memory=29.93, Latency=9.35
Server3: CPU=73.35, Memory=22.81, Latency=72.30
Server4: CPU=39.13, Memory=72.60, Latency=3.92
Server5: CPU=4.84, Memory=16.37, Latency=50.09
Server1: CPU=20.02, Memory=13.56, Latency=59.85
Server2: CPU=22.96, Memory=95.67, Latency=60.50
Server3: CPU=68.19, Memory=20.67, Latency=0.67
Server4: CPU=32.25, Memory=38.35, Latency=32.63
Server5: CPU=60.64, Memory=61.86, Latency=77.86
Server1: CPU=94.94, Memory=53.52, Latency=33.70
Server2: CPU=83.93, Memory=79.73, Latency=55.64
Server3: CPU=39.76, Memory=75.31, Latency=23.54
Server4: CPU=89.82, Memory=67.51, Latency=53.56
Server5: CPU=6.99, Memory=45.82, Latency=64.47
Server1: CPU=39.08, Memory=76.98, Latency=88.26
Server2: CPU=42.60, Memory=74.34, Latency=84.85
Server3: CPU=41.13, Memory=56.98, Latency=11.89
Server4: CPU=99.12, Memory=39.47, Latency=17.44
Server5: CPU=7.76, Memory=39.78, Latency=68.52
Server1: CPU=69.28, Memory=22.40, Latency=72.85
Server2: CPU=68.75, Memory=9.74, Latency=90.75
Server3: CPU=98.07, Memory=70.99, Latency=90.68
Server4: CPU=60.41, Memory=60.97, Latency=40.32
Server5: CPU=94.63, Memory=13.07, Latency=20.75
Server1: CPU=49.29, Memory=61.41, Latency=77.65
Server2: CPU=10.10, Memory=71.84, Latency=85.50
Server3: CPU=15.96, Memory=29.70, Latency=87.54
Server4: CPU=0.52, Memory=11.69, Latency=30.53
Server5: CPU=12.55, Memory=16.71, Latency=21.70
Server1: CPU=50.71, Memory=28.56, Latency=79.39
Server2: CPU=54.94, Memory=89.84, Latency=63.62
Server3: CPU=72.22, Memory=28.93, Latency=23.48
Server4: CPU=90.13, Memory=97.73, Latency=16.14
Server5: CPU=83.34, Memory=44.20, Latency=29.27
Server1: CPU=33.45, Memory=54.34, Latency=37.95
Server2: CPU=43.59, Memory=46.71, Latency=69.03
Server3: CPU=31.70, Memory=11.37, Latency=59.32
Server4: CPU=11.73, Memory=56.61, Latency=44.03
Server5: CPU=29.01, Memory=80.08, Latency=29.85
Server1: CPU=69.65, Memory=9.93, Latency=90.16
Server2: CPU=84.35, Memory=38.16, Latency=48.91
Server3: CPU=52.71, Memory=42.92, Latency=36.64
Server4: CPU=73.85, Memory=92.73, Latency=2.69
Server5: CPU=29.07, Memory=99.95, Latency=32.33
Server1: CPU=59.83, Memory=21.87, Latency=45.35
Server2: CPU=7.83, Memory=97.05, Latency=96.45
Server3: CPU=91.27, Memory=45.85, Latency=76.44
Server4: CPU=43.08, Memory=44.10, Latency=80.36
Server5: CPU=29.18, Memory=76.39, Latency=56.62
Server1: CPU=53.08, Memory=9.72, Latency=12.53
Server2: CPU=44.04, Memory=2.69, Latency=87.62
Server3: CPU=40.04, Memory=86.74, Latency=15.03
Server4: CPU=82.20, Memory=22.27, Latency=46.10
Server5: CPU=76.07, Memory=7.09, Latency=27.90
Server1: CPU=32.38, Memory=42.10, Latency=80.27
Server2: CPU=97.72, Memory=54.51, Latency=17.56
Server3: CPU=72.79, Memory=21.15, Latency=50.11
Server4: CPU=9.93, Memory=14.80, Latency=13.52
Server5: CPU=41.51, Memory=13.07, Latency=50.74
Server1: CPU=56.88, Memory=88.31, Latency=55.96
Server2: CPU=37.68, Memory=90.96, Latency=10.23
Server3: CPU=41.83, Memory=10.12, Latency=18.70
Server4: CPU=35.67, Memory=94.44, Latency=92.72
Server5: CPU=21.01, Memory=90.44, Latency=22.73
Server1: CPU=28.58, Memory=59.47, Latency=79.15
Server2: CPU=12.88, Memory=4.38, Latency=82.13
Server3: CPU=27.02, Memory=57.79, Latency=96.63
Server4: CPU=37.78, Memory=44.13, Latency=37.74
Server5: CPU=33.04, Memory=47.03, Latency=45.88
Server1: CPU=73.37, Memory=62.05, Latency=74.72
Server2: CPU=13.54, Memory=82.35, Latency=50.05
Server3: CPU=97.46, Memory=7.06, Latency=84.25
Server4: CPU=80.34, Memory=62.72, Latency=48.62
Server5: CPU=14.93, Memory=11.39, Latency=91.20
Server1: CPU=79.85, Memory=31.22, Latency=62.29
Server2: CPU=83.07, Memory=58.33, Latency=9.48
Server3: CPU=33.12, Memory=50.47, Latency=99.59
Server4: CPU=67.39, Memory=34.61, Latency=13.61
Server5: CPU=89.79, Memory=67.61, Latency=97.45
Server1: CPU=65.70, Memory=91.09, Latency=93.68
Server2: CPU=54.68, Memory=33.48, Latency=37.02
Server3: CPU=24.11, Memory=42.67, Latency=34.03
Server4: CPU=68.19, Memory=68.91, Latency=45.44
Server5: CPU=56.36, Memory=90.13, Latency=74.11
Server1: CPU=15.71, Memory=76.52, Latency=44.49
Server2: CPU=44.83, Memory=41.36, Latency=48.95
Server3: CPU=72.42, Memory=84.79, Latency=90.65
Server4: CPU=3.30, Memory=14.77, Latency=1.45
Server5: CPU=61.65, Memory=16.29, Latency=37.41
Server1: CPU=79.53, Memory=81.75, Latency=20.74
Server2: CPU=92.09, Memory=83.23, Latency=51.57
Server3: CPU=60.60, Memory=23.35, Latency=7.35
Server4: CPU=4.58, Memory=99.80, Latency=10.14
Server5: CPU=61.23, Memory=57.96, Latency=45.22
Server1: CPU=87.20, Memory=35.54, Latency=63.74
Server2: CPU=49.79, Memory=25.74, Latency=71.97
Server3: CPU=29.94, Memory=20.32, Latency=65.54
Server4: CPU=28.39, Memory=70.57, Latency=66.45
Server5: CPU=81.24, Memory=8.01, Latency=60.90
Server1: CPU=92.08, Memory=34.61, Latency=99.93
Server2: CPU=19.54, Memory=48.79, Latency=11.43
Server3: CPU=60.98, Memory=12.61, Latency=41.84
Server4: CPU=66.68, Memory=53.47, Latency=76.74
Server5: CPU=3.60, Memory=5.04, Latency=42.25
Server1: CPU=87.69, Memory=27.02, Latency=5.14
Server2: CPU=45.96, Memory=58.99, Latency=81.84
Server3: CPU=55.20, Memory=31.64, Latency=41.29
Server4: CPU=20.36, Memory=5.53, Latency=40.03
Server5: CPU=7.09, Memory=16.13, Latency=59.03
Server1: CPU=29.64, Memory=48.00, Latency=69.07
Server2: CPU=14.66, Memory=31.45, Latency=81.75
Server3: CPU=53.34, Memory=50.75, Latency=13.56
Server4: CPU=65.19, Memory=80.73, Latency=85.30
Server5: CPU=65.19, Memory=35.69, Latency=1.54
Server1: CPU=78.40, Memory=22.78, Latency=58.51
Server2: CPU=67.29, Memory=48.52, Latency=77.63
Server3: CPU=40.41, Memory=35.36, Latency=58.67
Server4: CPU=23.79, Memory=80.84, Latency=4.11
Server5: CPU=91.05, Memory=28.16, Latency=71.26
Server1: CPU=29.03, Memory=69.81, Latency=30.19
Server2: CPU=20.48, Memory=85.43, Latency=9.87
Server3: CPU=7.76, Memory=79.08, Latency=11.00
Server4: CPU=67.27, Memory=78.12, Latency=59.79
Server5: CPU=83.10, Memory=41.31, Latency=37.59
Server1: CPU=2.23, Memory=59.64, Latency=31.86
Server2: CPU=82.57, Memory=10.14, Latency=40.11
Server3: CPU=87.00, Memory=95.55, Latency=97.30
Server4: CPU=83.75, Memory=85.16, Latency=24.78
Server5: CPU=14.25, Memory=55.52, Latency=83.77
Server1: CPU=33.52, Memory=92.09, Latency=57.39
Server2: CPU=32.12, Memory=46.35, Latency=31.99
Server3: CPU=42.57, Memory=89.95, Latency=73.30
Server4: CPU=89.41, Memory=2.90, Latency=15.32
Server5: CPU=50.29, Memory=50.54, Latency=66.51
Server1: CPU=85.20, Memory=94.18, Latency=75.17
Server2: CPU=41.42, Memory=90.91, Latency=34.46
Server3: CPU=85.00, Memory=93.82, Latency=6.20
Server4: CPU=49.82, Memory=9.26, Latency=54.95
Server5: CPU=60.92, Memory=7.73, Latency=60.50
Server1: CPU=9.38, Memory=65.44, Latency=77.60
Server2: CPU=2.81, Memory=29.15, Latency=21.62
Server3: CPU=64.40, Memory=91.68, Latency=83.42
Server4: CPU=25.44, Memory=88.12, Latency=10.30
Server5: CPU=71.01, Memory=12.80, Latency=17.07
Server1: CPU=0.76, Memory=94.73, Latency=25.53
Server2: CPU=47.87, Memory=89.95, Latency=20.49
Server3: CPU=77.71, Memory=13.55, Latency=40.04
Server4: CPU=41.74, Memory=83.62, Latency=92.86
Server5: CPU=11.13, Memory=0.29, Latency=68.43
Server1: CPU=87.99, Memory=9.92, Latency=98.30
Server2: CPU=20.05, Memory=36.25, Latency=12.04
Server3: CPU=73.00, Memory=56.36, Latency=21.81
Server4: CPU=88.47, Memory=95.66, Latency=76.01
Server5: CPU=57.60, Memory=36.38, Latency=99.51
Server1: CPU=32.73, Memory=14.75, Latency=13.57
Server2: CPU=37.21, Memory=23.51, Latency=87.03
Server3: CPU=2.40, Memory=18.14, Latency=8.77
Server4: CPU=91.37, Memory=83.50, Latency=77.91
Server5: CPU=89.48, Memory=21.74, Latency=82.96
Server1: CPU=88.37, Memory=50.37, Latency=93.51
Server2: CPU=67.28, Memory=24.72, Latency=40.96
Server3: CPU=38.15, Memory=99.96, Latency=68.48
Server4: CPU=7.04, Memory=33.93, Latency=40.42
Server5: CPU=39.86, Memory=3.90, Latency=87.30
Server1: CPU=61.80, Memory=21.09, Latency=19.76
Server2: CPU=11.79, Memory=87.41, Latency=53.57
Server3: CPU=12.68, Memory=86.56, Latency=97.36
Server4: CPU=65.95, Memory=17.76, Latency=15.02
Server5: CPU=36.80, Memory=17.81, Latency=12.65
Server1: CPU=45.43, Memory=64.89, Latency=23.86
Server2: CPU=38.69, Memory=60.26, Latency=19.86
Server3: CPU=57.79, Memory=63.02, Latency=88.40
Server4: CPU=39.51, Memory=21.11, Latency=32.22
Server5: CPU=45.66, Memory=68.97, Latency=2.81
Server1: CPU=12.29, Memory=62.70, Latency=7.72
Server2: CPU=48.38, Memory=31.62, Latency=16.78
Server3: CPU=96.66, Memory=3.05, Latency=43.47
Server4: CPU=43.89, Memory=22.44, Latency=93.41
Server5: CPU=3.23, Memory=71.31, Latency=21.28
Server1: CPU=64.05, Memory=11.44, Latency=77.12
Server2: CPU=97.16, Memory=91.39, Latency=8.55
Server3: CPU=52.67, Memory=30.50, Latency=55.46
Server4: CPU=19.70, Memory=17.02, Latency=42.62
Server5: CPU=62.47, Memory=38.63, Latency=8.05
Server1: CPU=98.34, Memory=75.67, Latency=8.66
Server2: CPU=54.00, Memory=74.68, Latency=30.22
Server3: CPU=5.65, Memory=11.31, Latency=97.14
Server4: CPU=79.01, Memory=52.91, Latency=40.00
Server5: CPU=46.66, Memory=40.45, Latency=1.39
Server1: CPU=76.00, Memory=70.09, Latency=97.15
Server2: CPU=89.59, Memory=51.48, Latency=84.99
Server3: CPU=24.37, Memory=57.37, Latency=8.97
Server4: CPU=55.67, Memory=11.37, Latency=25.22
Server5: CPU=52.49, Memory=31.35, Latency=75.30
Server1: CPU=66.40, Memory=80.05, Latency=79.79
Server2: CPU=57.21, Memory=93.18, Latency=45.91
Server3: CPU=20.07, Memory=33.05, Latency=50.34
Server4: CPU=7.90, Memory=56.73, Latency=68.36
Server5: CPU=59.21, Memory=25.52, Latency=44.17
Server1: CPU=95.12, Memory=83.84, Latency=87.85
Server2: CPU=64.93, Memory=91.21, Latency=97.06
Server3: CPU=66.94, Memory=88.57, Latency=98.84
Server4: CPU=8.80, Memory=11.69, Latency=88.56
Server5: CPU=26.84, Memory=81.67, Latency=20.30
Server1: CPU=34.10, Memory=43.57, Latency=99.29
Server2: CPU=55.08, Memory=40.96, Latency=82.06
Server3: CPU=72.08, Memory=92.43, Latency=60.61
Server4: CPU=47.23, Memory=61.77, Latency=32.90
Server5: CPU=10.94, Memory=36.10, Latency=81.39
Server1: CPU=31.68, Memory=2.93, Latency=56.14
Server2: CPU=80.34, Memory=47.89, Latency=97.95
Server3: CPU=54.66, Memory=55.95, Latency=53.02
Server4: CPU=37.99, Memory=52.33, Latency=41.76
Server5: CPU=82.99, Memory=27.10, Latency=7.86
Server1: CPU=11.16, Memory=66.46, Latency=6.82
Server2: CPU=27.62, Memory=99.99, Latency=12.77
Server3: CPU=60.16, Memory=73.87, Latency=96.04
Server4: CPU=96.63, Memory=99.73, Latency=18.42
Server5: CPU=65.17, Memory=34.41, Latency=43.42
Server1: CPU=34.71, Memory=83.91, Latency=6.41
Server2: CPU=58.40, Memory=20.48, Latency=26.56
Server3: CPU=43.50, Memory=58.49, Latency=95.97
Server4: CPU=11.36, Memory=62.56, Latency=73.13
Server5: CPU=27.71, Memory=44.39, Latency=5.11
Server1: CPU=67.08, Memory=87.06, Latency=12.93
Server2: CPU=6.08, Memory=79.15, Latency=64.25
Server3: CPU=70.34, Memory=95.55, Latency=65.75
Server4: CPU=23.62, Memory=23.58, Latency=15.45
Server5: CPU=80.05, Memory=3.91, Latency=81.40
Server1: CPU=15.17, Memory=91.58, Latency=38.68
Server2: CPU=46.32, Memory=75.36, Latency=52.24
Server3: CPU=96.01, Memory=36.83, Latency=97.60
Server4: CPU=44.94, Memory=14.38, Latency=7.30
Server5: CPU=89.02, Memory=8.70, Latency=42.01
Server1: CPU=57.17, Memory=84.56, Latency=71.56
Server2: CPU=62.86, Memory=9.61, Latency=17.45
Server3: CPU=35.17, Memory=90.43, Latency=63.89
Server4: CPU=3.46, Memory=55.33, Latency=14.21
Server5: CPU=99.46, Memory=58.07, Latency=44.38
Server1: CPU=55.11, Memory=67.01, Latency=86.72
Server2: CPU=57.38, Memory=2.26, Latency=67.23
Server3: CPU=37.89, Memory=87.73, Latency=36.60
Server4: CPU=45.42, Memory=86.62, Latency=90.31
Server5: CPU=19.56, Memory=50.01, Latency=66.75
Server1: CPU=17.46, Memory=91.47, Latency=59.43
Server2: CPU=36.35, Memory=85.87, Latency=30.07
Server3: CPU=16.20, Memory=30.74, Latency=53.58
Server4: CPU=78.04, Memory=19.77, Latency=29.90
Server5: CPU=75.51, Memory=60.51, Latency=20.30
Server1: CPU=48.76, Memory=88.93, Latency=31.32
Server2: CPU=50.97, Memory=13.63, Latency=79.98
Server3: CPU=57.80, Memory=51.25, Latency=72.46
Server4: CPU=32.90, Memory=56.79, Latency=87.12
Server5: CPU=89.38, Memory=78.52, Latency=57.74
Server1: CPU=31.62, Memory=11.41, Latency=48.61
Server2: CPU=90.20, Memory=57.52, Latency=67.97
Server3: CPU=7.44, Memory=74.75, Latency=98.38
Server4: CPU=32.33, Memory=29.15, Latency=2.25
Server5: CPU=58.47, Memory=95.18, Latency=4.61
Server1: CPU=71.50, Memory=27.22, Latency=73.78
Server2: CPU=13.70, Memory=52.33, Latency=87.55
Server3: CPU=80.91, Memory=5.53, Latency=78.13
Server4: CPU=23.83, Memory=32.33, Latency=65.04
Server5: CPU=77.70, Memory=88.58, Latency=76.13
Server1: CPU=8.21, Memory=41.75, Latency=59.54
Server2: CPU=48.11, Memory=6.42, Latency=17.35
Server3: CPU=86.67, Memory=21.91, Latency=70.59
Server4: CPU=47.76, Memory=42.05, Latency=15.42
Server5: CPU=0.09, Memory=26.43, Latency=24.75
Server1: CPU=67.01, Memory=95.82, Latency=31.09
Server2: CPU=5.01, Memory=19.26, Latency=57.58
Server3: CPU=78.74, Memory=27.33, Latency=98.92
Server4: CPU=60.44, Memory=95.96, Latency=30.43
Server5: CPU=62.24, Memory=32.19, Latency=29.75
Server1: CPU=83.62, Memory=82.12, Latency=34.51
Server2: CPU=34.16, Memory=83.48, Latency=90.07
Server3: CPU=84.12, Memory=55.08, Latency=2.92
Server4: CPU=49.80, Memory=37.18, Latency=1.65
Server5: CPU=35.19, Memory=31.69, Latency=99.95
Server1: CPU=36.41, Memory=29.71, Latency=77.73
Server2: CPU=21.82, Memory=38.21, Latency=73.36
Server3: CPU=95.14, Memory=73.19, Latency=92.32
Server4: CPU=31.69, Memory=93.53, Latency=9.77
Server5: CPU=39.95, Memory=27.11, Latency=85.04
Server1: CPU=77.39, Memory=76.19, Latency=98.49
Server2: CPU=0.19, Memory=17.03, Latency=19.44
Server3: CPU=55.44, Memory=32.83, Latency=88.51
Server4: CPU=88.43, Memory=13.91, Latency=17.01
Server5: CPU=42.80, Memory=13.16, Latency=75.20
Server1: CPU=78.87, Memory=79.78, Latency=28.71
Server2: CPU=26.91, Memory=5.84, Latency=10.15
Server3: CPU=98.30, Memory=7.27, Latency=70.26
Server4: CPU=20.23, Memory=33.98, Latency=65.50
Server5: CPU=73.36, Memory=37.23, Latency=9.08
Server1: CPU=29.48, Memory=46.19, Latency=70.15
Server2: CPU=27.08, Memory=44.40, Latency=35.23
Server3: CPU=49.98, Memory=66.16, Latency=76.18
Server4: CPU=38.80, Memory=64.80, Latency=49.90
Server5: CPU=44.39, Memory=40.74, Latency=13.89
Server1: CPU=14.24, Memory=40.67, Latency=5.30
Server2: CPU=69.38, Memory=10.03, Latency=67.51
Server3: CPU=42.01, Memory=52.77, Latency=27.30
Server4: CPU=14.79, Memory=23.67, Latency=4.11
Server5: CPU=52.42, Memory=76.22, Latency=41.46
Server1: CPU=46.55, Memory=72.77, Latency=96.65
Server2: CPU=11.53, Memory=25.95, Latency=24.66
Server3: CPU=32.38, Memory=4.97, Latency=36.11
Server4: CPU=39.80, Memory=1.51, Latency=59.34
Server5: CPU=23.73, Memory=83.26, Latency=98.85
Server1: CPU=44.03, Memory=4.07, Latency=91.50
Server2: CPU=51.10, Memory=93.81, Latency=8.18
Server3: CPU=13.01, Memory=91.64, Latency=95.73
Server4: CPU=25.76, Memory=25.87, Latency=41.81
Server5: CPU=12.68, Memory=3.64, Latency=56.92
Server1: CPU=95.48, Memory=53.80, Latency=9.55
Server2: CPU=55.18, Memory=17.17, Latency=56.74
Server3: CPU=72.96, Memory=78.74, Latency=80.75
Server4: CPU=29.41, Memory=70.54, Latency=38.58
Server5: CPU=94.88, Memory=10.27, Latency=32.37
Server1: CPU=5.60, Memory=84.60, Latency=45.12
Server2: CPU=6.94, Memory=27.74, Latency=24.00
Server3: CPU=45.67, Memory=37.84, Latency=22.84
Server4: CPU=44.17, Memory=90.63, Latency=73.13
Server5: CPU=10.18, Memory=72.47, Latency=53.63
Server1: CPU=49.65, Memory=18.31, Latency=94.81
Server2: CPU=93.74, Memory=68.63, Latency=60.24
Server3: CPU=70.49, Memory=24.53, Latency=6.75
Server4: CPU=98.57, Memory=71.21, Latency=85.02
Server5: CPU=87.01, Memory=32.18, Latency=60.08
Server1: CPU=72.32, Memory=67.63, Latency=24.05
Server2: CPU=74.29, Memory=59.80, Latency=94.10
Server3: CPU=55.48, Memory=26.28, Latency=16.73
Server4: CPU=99.22, Memory=35.53, Latency=91.72
Server5: CPU=65.98, Memory=29.31, Latency=16.91
Server1: CPU=10.31, Memory=64.94, Latency=20.61
Server2: CPU=69.25, Memory=85.11, Latency=71.05
Server3: CPU=49.59, Memory=39.18, Latency=30.09
Server4: CPU=58.74, Memory=33.08, Latency=82.82
Server5: CPU=81.49, Memory=86.99, Latency=59.75
Server1: CPU=90.92, Memory=58.60, Latency=78.00
Server2: CPU=93.21, Memory=39.24, Latency=32.29
Server3: CPU=56.51, Memory=98.73, Latency=87.85
Server4: CPU=35.29, Memory=16.75, Latency=10.66
Server5: CPU=21.37, Memory=27.43, Latency=29.14
Server1: CPU=75.53, Memory=69.79, Latency=11.15
Server2: CPU=72.69, Memory=77.17, Latency=73.91
Server3: CPU=77.62, Memory=80.60, Latency=74.27
Server4: CPU=63.30, Memory=52.66, Latency=16.13
Server5: CPU=58.61, Memory=95.44, Latency=2.57
Server1: CPU=54.19, Memory=72.32, Latency=64.79
Server2: CPU=55.10, Memory=29.58, Latency=6.56
Server3: CPU=27.51, Memory=88.24, Latency=27.49
Server4: CPU=40.74, Memory=3.77, Latency=40.56
Server5: CPU=33.75, Memory=71.12, Latency=13.22
Server1: CPU=0.73, Memory=32.97, Latency=21.15
Server2: CPU=71.07, Memory=41.06, Latency=41.15
Server3: CPU=21.59, Memory=22.56, Latency=70.00
Server4: CPU=86.05, Memory=98.16, Latency=21.73
Server5: CPU=92.22, Memory=3.27, Latency=6.69
Server1: CPU=66.58, Memory=81.03, Latency=99.12
Server2: CPU=11.45, Memory=87.47, Latency=87.79
Server3: CPU=42.25, Memory=10.87, Latency=47.96
Server4: CPU=35.57, Memory=85.00, Latency=76.81
Server5: CPU=58.26, Memory=70.42, Latency=83.26
Server1: CPU=88.46, Memory=19.96, Latency=72.14
Server2: CPU=78.33, Memory=10.00, Latency=18.06
Server3: CPU=59.24, Memory=28.40, Latency=82.23
Server4: CPU=51.19, Memory=57.35, Latency=28.56
Server5: CPU=72.93, Memory=44.17, Latency=39.33
Server1: CPU=38.26, Memory=58.01, Latency=18.42
Server2: CPU=86.29, Memory=42.85, Latency=85.94
Server3: CPU=5.27, Memory=63.81, Latency=12.09
Server4: CPU=12.03, Memory=74.66, Latency=55.06
Server5: CPU=82.50, Memory=75.54, Latency=17.65
Server1: CPU=11.70, Memory=27.71, Latency=62.09
Server2: CPU=20.94, Memory=76.96, Latency=81.35
Server3: CPU=22.92, Memory=58.07, Latency=22.96
Server4: CPU=97.99, Memory=16.44, Latency=10.65
Server5: CPU=58.23, Memory=90.99, Latency=70.62
Server1: CPU=96.22, Memory=87.37, Latency=54.00
Server2: CPU=68.31, Memory=47.72, Latency=55.59
Server3: CPU=71.66, Memory=84.09, Latency=76.31
Server4: CPU=18.18, Memory=77.52, Latency=37.59
Server5: CPU=87.98, Memory=35.00, Latency=41.96
Server1: CPU=66.51, Memory=36.09, Latency=41.39
Server2: CPU=47.41, Memory=76.25, Latency=30.08
Server3: CPU=26.88, Memory=35.28, Latency=54.00
Server4: CPU=62.62, Memory=60.93, Latency=89.78
Server5: CPU=44.79, Memory=61.60, Latency=41.01
Server1: CPU=57.56, Memory=74.74, Latency=21.30
Server2: CPU=2.37, Memory=88.64, Latency=72.05
Server3: CPU=18.12, Memory=21.24, Latency=24.40
Server4: CPU=80.68, Memory=69.92, Latency=63.69
Server5: CPU=51.13, Memory=83.10, Latency=55.44
Server1: CPU=80.67, Memory=84.11, Latency=49.01
Server2: CPU=70.45, Memory=26.60, Latency=46.33
Server3: CPU=4.91, Memory=60.45, Latency=83.68
Server4: CPU=58.42, Memory=75.78, Latency=36.62
Server5: CPU=6.88, Memory=62.02, Latency=84.71
Server1: CPU=51.02, Memory=65.60, Latency=57.47
Server2: CPU=8.84, Memory=79.97, Latency=47.38
Server3: CPU=48.35, Memory=80.63, Latency=40.33
Server4: CPU=6.04, Memory=50.73, Latency=92.47
Server5: CPU=42.49, Memory=82.08, Latency=42.59
Server1: CPU=9.53, Memory=65.94, Latency=97.06
Server2: CPU=0.42, Memory=20.81, Latency=28.56
Server3: CPU=24.72, Memory=94.18, Latency=61.71
Server4: CPU=9.14, Memory=72.02, Latency=89.17
Server5: CPU=22.55, Memory=74.20, Latency=60.68
Server1: CPU=34.16, Memory=17.31, Latency=54.77
Server2: CPU=86.21, Memory=98.52, Latency=23.97
Server3: CPU=16.43, Memory=45.37, Latency=58.14
Server4: CPU=24.11, Memory=67.11, Latency=65.25
Server5: CPU=19.85, Memory=62.70, Latency=50.70
Server1: CPU=37.89, Memory=16.88, Latency=21.54
Server2: CPU=82.10, Memory=62.32, Latency=4.49
Server3: CPU=49.43, Memory=89.25, Latency=23.30
Server4: CPU=33.79, Memory=20.68, Latency=41.29
Server5: CPU=90.12, Memory=84.57, Latency=99.84
Server1: CPU=8.82, Memory=9.20, Latency=77.86
Server2: CPU=6.71, Memory=1.62, Latency=76.42
Server3: CPU=4.67, Memory=46.71, Latency=68.11
Server4: CPU=58.20, Memory=96.78, Latency=15.68
Server5: CPU=88.82, Memory=84.62, Latency=49.71
Server1: CPU=50.15, Memory=22.28, Latency=61.37
Server2: CPU=78.70, Memory=79.72, Latency=0.01
Server3: CPU=97.54, Memory=66.57, Latency=63.54
Server4: CPU=88.43, Memory=57.81, Latency=7.54
Server5: CPU=75.99, Memory=22.57, Latency=75.75
Server1: CPU=90.00, Memory=86.82, Latency=87.31
